,종목코드,종목명,종류
2514,A140670,알에스오토메이션,KOSDAQ
2515,A140860,파크시스템스,KOSDAQ
2516,A141000,비아트론,KOSDAQ
2517,A141020,포티스,KOSDAQ
2518,A141070,맥스로텍,KOSDAQ
2519,A141080,레고켐바이오,KOSDAQ
2520,A142210,유니트론텍,KOSDAQ
2521,A142280,녹십자엠에스,KOSDAQ
2522,A142760,바이오리더스,KOSDAQ
2523,A143160,아이디스,KOSDAQ
2524,A143240,사람인에이치알,KOSDAQ
2525,A143540,영우디에스피,KOSDAQ
2526,A144510,녹십자랩셀,KOSDAQ
2527,A144960,뉴파워프라즈마,KOSDAQ
2528,A145020,휴젤,KOSDAQ
2529,A147760,마이크로프랜드,KOSDAQ
2530,A147830,제룡산업,KOSDAQ
2531,A148140,비디아이,KOSDAQ
2532,A148150,세경하이테크,KOSDAQ
2533,A148250,알엔투테크놀로지,KOSDAQ
2534,A149940,모다,KOSDAQ
2535,A149950,아바텍,KOSDAQ
2536,A149980,하이로닉,KOSDAQ
2537,A150840,인트로메딕,KOSDAQ
2538,A150900,파수닷컴,KOSDAQ
2539,A151860,KG ETS,KOSDAQ
2540,A151910,나노스,KOSDAQ
2541,A153460,네이블,KOSDAQ
2542,A153490,우리이앤엘,KOSDAQ
2543,A153710,옵티팜,KOSDAQ
2544,A154030,아시아종묘,KOSDAQ
2545,A154040,솔루에타,KOSDAQ
2546,A155650,와이엠씨,KOSDAQ
2547,A156100,엘앤케이바이오,KOSDAQ
2548,A158310,스타모빌리티,KOSDAQ
2549,A158430,아톤,KOSDAQ
2550,A159580,제로투세븐,KOSDAQ
2551,A159910,스킨앤스킨,KOSDAQ
2552,A160550,NEW,KOSDAQ
2553,A160600,에스엔텍비엠,KOSDAQ
2554,A160980,싸이맥스,KOSDAQ
2555,A161570,THE MIDONG,KOSDAQ
2556,A161580,필옵틱스,KOSDAQ
2557,A166090,하나머티리얼즈,KOSDAQ
2558,A166480,코아스템,KOSDAQ
2559,A168330,내츄럴엔도텍,KOSDAQ
2560,A170030,현대공업,KOSDAQ
2561,A170790,파이오링크,KOSDAQ
2562,A170920,엘티씨,KOSDAQ
2563,A171010,램테크놀러지,KOSDAQ
2564,A171090,선익시스템,KOSDAQ
2565,A171120,라이온켐텍,KOSDAQ
2566,A173130,오파스넷,KOSDAQ
2567,A173940,에프엔씨엔터,KOSDAQ
2568,A174880,장원테크,KOSDAQ
2569,A174900,앱클론,KOSDAQ
2570,A175140,인포마크,KOSDAQ
2571,A175250,아이큐어,KOSDAQ
2572,A176440,에이치엔티,KOSDAQ
2573,A177350,베셀,KOSDAQ
2574,A177830,파버나인,KOSDAQ
2575,A178320,서진시스템,KOSDAQ
2576,A178780,유테크,KOSDAQ
2577,A178920,SKC코오롱PI,KOSDAQ
2578,A179290,엠아이텍,KOSDAQ
2579,A179900,유티아이,KOSDAQ
2580,A180400,캔서롭,KOSDAQ
2581,A181340,이즈미디어,KOSDAQ
2582,A182360,큐브엔터,KOSDAQ
2583,A182400,엔케이맥스,KOSDAQ
2584,A182690,테라셈,KOSDAQ
2585,A183300,코미코,KOSDAQ
2586,A183490,엔지켐생명과학,KOSDAQ
2587,A184230,SGA솔루션즈,KOSDAQ
2588,A185490,아이진,KOSDAQ
2589,A186230,그린플러스,KOSDAQ
2590,A187220,디티앤씨,KOSDAQ
2591,A187270,신화콘텍,KOSDAQ
2592,A187420,제노포커스,KOSDAQ
2593,A187790,나노,KOSDAQ
2594,A187870,디바이스이엔지,KOSDAQ
2595,A189300,인텔리안테크,KOSDAQ
2596,A189690,포시에스,KOSDAQ
2597,A189860,서전기전,KOSDAQ
2598,A189980,흥국에프엔비,KOSDAQ
2599,A190510,나무가,KOSDAQ
2600,A191410,육일씨엔에쓰,KOSDAQ
2601,A191420,테고사이언스,KOSDAQ
2602,A192250,케이사인,KOSDAQ
2603,A192390,윈하이텍,KOSDAQ
2604,A192410,감마누,KOSDAQ
2605,A192440,슈피겐코리아,KOSDAQ
2606,A193250,와이제이엠게임즈,KOSDAQ
2607,A194480,데브시스터즈,KOSDAQ
2608,A194510,파티게임즈,KOSDAQ
2609,A194700,노바렉스,KOSDAQ
2610,A195440,퓨전데이타,KOSDAQ
2611,A195500,마니커에프앤지,KOSDAQ
2612,A195990,에이비프로바이오,KOSDAQ
2613,A196170,알테오젠,KOSDAQ
2614,A196300,애니젠,KOSDAQ
2615,A196450,디오스텍,KOSDAQ
2616,A196490,디에이테크놀로지,KOSDAQ
2617,A196700,웹스,KOSDAQ
2618,A197140,디지캡,KOSDAQ
2619,A197210,리드,KOSDAQ
2620,A198440,고려시멘트,KOSDAQ
2621,A200130,콜마비앤에이치,KOSDAQ
2622,A200230,텔콘RF제약,KOSDAQ
2623,A200470,하이셈,KOSDAQ
2624,A200670,휴메딕스,KOSDAQ
2625,A200710,에이디테크놀로지,KOSDAQ
2626,A200780,비씨월드제약,KOSDAQ
2627,A201490,미투온,KOSDAQ
2628,A203450,유니온커뮤니티,KOSDAQ
2629,A203650,드림시큐리티,KOSDAQ
2630,A203690,프로스테믹스,KOSDAQ
2631,A204020,그리티,KOSDAQ
2632,A204620,글로벌텍스프리,KOSDAQ
2633,A204630,화이브라더스코리아,KOSDAQ
2634,A204840,지엘팜텍,KOSDAQ
2635,A204990,현성바이탈,KOSDAQ
2636,A205100,엑셈,KOSDAQ
2637,A205470,휴마시스,KOSDAQ
2638,A205500,액션스퀘어,KOSDAQ
2639,A206400,엔터메이트,KOSDAQ
2640,A206560,덱스터,KOSDAQ
2641,A206640,바디텍메드,KOSDAQ
2642,A206650,유바이오로직스,KOSDAQ
2643,A207760,미스터블루,KOSDAQ
2644,A208140,정다운,KOSDAQ
2645,A208340,파멥신,KOSDAQ
2646,A208350,지란지교시큐리티,KOSDAQ
2647,A208370,셀바스헬스케어,KOSDAQ
2648,A208640,썸에이지,KOSDAQ
2649,A208710,바이오로그디바이스,KOSDAQ
2650,A208860,엔지스테크널러지,KOSDAQ
2651,A211270,AP위성,KOSDAQ
2652,A212560,네오오토,KOSDAQ
2653,A213090,미래테크놀로지,KOSDAQ
2654,A213420,덕산네오룩스,KOSDAQ
2655,A214150,클래시스,KOSDAQ
2656,A214180,민앤지,KOSDAQ
2657,A214270,퓨쳐스트림네트웍스,KOSDAQ
2658,A214310,세미콘라이트,KOSDAQ
2659,A214370,케어젠,KOSDAQ
2660,A214430,아이쓰리시스템,KOSDAQ
2661,A214450,파마리서치프로덕트,KOSDAQ
2662,A214680,디알텍,KOSDAQ
2663,A214870,뉴지랩,KOSDAQ
2664,A215000,골프존,KOSDAQ
2665,A215090,유니맥스글로벌,KOSDAQ
2666,A215100,로보로보,KOSDAQ
2667,A215200,메가스터디교육,KOSDAQ
2668,A215360,우리산업,KOSDAQ
2669,A215380,우정바이오,KOSDAQ
2670,A215480,토박스코리아,KOSDAQ
2671,A215600,신라젠,KOSDAQ
2672,A215790,이노인스트루먼트,KOSDAQ
2673,A216050,인크로스,KOSDAQ
2674,A217190,제너셈,KOSDAQ
2675,A217270,넵튠,KOSDAQ
2676,A217330,싸이토젠,KOSDAQ
2677,A217480,에스디생명공학,KOSDAQ
2678,A217500,러셀,KOSDAQ
2679,A217600,켐온,KOSDAQ
2680,A217620,디딤,KOSDAQ
2681,A217730,강스템바이오텍,KOSDAQ
2682,A217820,엔에스,KOSDAQ
2683,A218150,미래생명자원,KOSDAQ
2684,A218410,RFHIC,KOSDAQ
2685,A219130,타이거일렉,KOSDAQ
2686,A219420,링크제니시스,KOSDAQ
2687,A219550,MP한강,KOSDAQ
2688,A219750,지티지웰니스,KOSDAQ
2689,A220100,퓨쳐켐,KOSDAQ
2690,A220180,핸디소프트,KOSDAQ
2691,A220260,켐트로스,KOSDAQ
2692,A220630,해마로푸드서비스,KOSDAQ
2693,A221610,한솔씨앤피,KOSDAQ
2694,A221840,하이즈항공,KOSDAQ
2695,A221980,케이디켐,KOSDAQ
2696,A222040,코스맥스엔비티,KOSDAQ
2697,A222080,씨아이에스,KOSDAQ
2698,A222110,팬젠,KOSDAQ
2699,A222420,쎄노텍,KOSDAQ
2700,A222800,심텍,KOSDAQ
2701,A222810,한류AI센터,KOSDAQ
2702,A222980,한국맥널티,KOSDAQ
2703,A223310,이에스브이,KOSDAQ
2704,A224060,코디엠,KOSDAQ
2705,A224110,에이텍티앤,KOSDAQ
2706,A225190,삼양옵틱스,KOSDAQ
2707,A225330,씨엠에스에듀,KOSDAQ
2708,A225430,케이엠제약,KOSDAQ
2709,A225530,보광산업,KOSDAQ
2710,A225570,넷게임즈,KOSDAQ
2711,A225590,패션플랫폼,KOSDAQ
2712,A226340,본느,KOSDAQ
2713,A226350,아이엠텍,KOSDAQ
2714,A226360,이엑스티,KOSDAQ
2715,A226400,오스테오닉,KOSDAQ
2716,A226440,한송네오텍,KOSDAQ
2717,A226950,올릭스,KOSDAQ
2718,A227100,디자인,KOSDAQ
2719,A227610,아우딘퓨쳐스,KOSDAQ
2720,A227950,마이크로텍,KOSDAQ
2721,A228340,동양파일,KOSDAQ
2722,A228670,레이,KOSDAQ
2723,A228760,지노믹트리,KOSDAQ
2724,A228850,레이언스,KOSDAQ
2725,A230240,에치에프알,KOSDAQ
2726,A230360,에코마케팅,KOSDAQ
2727,A230980,솔트웍스,KOSDAQ
2728,A232140,와이아이케이,KOSDAQ
2729,A234100,세원,KOSDAQ
2730,A234300,에스트래픽,KOSDAQ
2731,A234340,세틀뱅크,KOSDAQ
2732,A234690,녹십자웰빙,KOSDAQ
2733,A234920,자이글,KOSDAQ
2734,A236200,슈프리마,KOSDAQ
2735,A237690,에스티팜,KOSDAQ
2736,A237750,피앤씨테크,KOSDAQ
2737,A237880,클리오,KOSDAQ
2738,A238090,앤디포스,KOSDAQ
2739,A238120,로고스바이오,KOSDAQ
2740,A238200,비피도,KOSDAQ
2741,A238490,힘스,KOSDAQ
2742,A239340,줌인터넷,KOSDAQ
2743,A239610,에이치엘사이언스,KOSDAQ
2744,A240810,원익IPS,KOSDAQ
2745,A241520,DSC인베스트먼트,KOSDAQ
2746,A241690,유니테크노,KOSDAQ
2747,A241710,코스메카코리아,KOSDAQ
2748,A241770,메카로,KOSDAQ
2749,A241790,오션브릿지,KOSDAQ
2750,A241820,피씨엘,KOSDAQ
2751,A241840,에이스토리,KOSDAQ
2752,A242040,나무기술,KOSDAQ
2753,A243070,휴온스,KOSDAQ
2754,A243840,신흥에스이씨,KOSDAQ
2755,A244460,올리패스,KOSDAQ
2756,A245620,EDGC,KOSDAQ
2757,A246690,TS인베스트먼트,KOSDAQ
2758,A246710,티앤알바이오팹,KOSDAQ
2759,A246720,아스타,KOSDAQ
2760,A246960,이노테라피,KOSDAQ
2761,A247540,에코프로비엠,KOSDAQ
2762,A250000,보라티알,KOSDAQ
2763,A250060,모비스,KOSDAQ
2764,A250930,예선테크,KOSDAQ
2765,A251370,와이엠티,KOSDAQ
2766,A251630,브이원텍,KOSDAQ
2767,A251970,펌텍코리아,KOSDAQ
2768,A252500,세화피앤씨,KOSDAQ
2769,A253450,스튜디오드래곤,KOSDAQ
2770,A253590,네오셈,KOSDAQ
2771,A253840,수젠텍,KOSDAQ
2772,A254120,IBKS제5호스팩,KOSDAQ
2773,A255220,SG,KOSDAQ
2774,A255440,야스,KOSDAQ
2775,A256150,한독크린텍,KOSDAQ
2776,A256630,포인트엔지니어링,KOSDAQ
2777,A256840,엔에이치스팩11호,KOSDAQ
2778,A256940,케이피에스,KOSDAQ
2779,A257370,명성티엔에스,KOSDAQ
2780,A258610,이더블유케이,KOSDAQ
2781,A258790,케이비제11호스팩,KOSDAQ
2782,A258830,세종메디칼,KOSDAQ
2783,A259630,엠플러스,KOSDAQ
2784,A260660,알리코제약,KOSDAQ
2785,A260930,씨티케이코스메틱스,KOSDAQ
2786,A261200,하나금융9호스팩,KOSDAQ
2787,A263020,디케이앤디,KOSDAQ
2788,A263050,유틸렉스,KOSDAQ
2789,A263540,샘코,KOSDAQ
2790,A263600,덕우전자,KOSDAQ
2791,A263690,디알젬,KOSDAQ
2792,A263700,케어랩스,KOSDAQ
2793,A263720,디앤씨미디어,KOSDAQ
2794,A263750,펄어비스,KOSDAQ
2795,A263770,유에스티,KOSDAQ
2796,A263800,데이타솔루션,KOSDAQ
2797,A263810,상신전자,KOSDAQ
2798,A263860,지니언스,KOSDAQ
2799,A263920,블러썸엠앤씨,KOSDAQ
2800,A264290,한화에이스스팩3호,KOSDAQ
2801,A264450,유비쿼스,KOSDAQ
2802,A264660,씨앤지하이테크,KOSDAQ
2803,A264850,IBKS제6호스팩,KOSDAQ
2804,A265480,미래에셋대우스팩1호,KOSDAQ
2805,A265520,AP시스템,KOSDAQ
2806,A265560,영화테크,KOSDAQ
2807,A265920,한화수성스팩,KOSDAQ
2808,A267320,교보7호스팩,KOSDAQ
2809,A267790,배럴,KOSDAQ
2810,A267980,매일유업,KOSDAQ
2811,A268600,셀리버리,KOSDAQ
2812,A269620,시스웍,KOSDAQ
2813,A270520,하나금융10호스팩,KOSDAQ
2814,A270870,뉴트리,KOSDAQ
2815,A271740,한국제5호스팩,KOSDAQ
2816,A272110,케이엔제이,KOSDAQ
2817,A272290,이녹스첨단소재,KOSDAQ
2818,A273060,엔에이치스팩12호,KOSDAQ
2819,A275630,에스에스알,KOSDAQ
2820,A276920,IBKS제7호스팩,KOSDAQ
2821,A277070,린드먼아시아,KOSDAQ
2822,A277410,인산가,KOSDAQ
2823,A277480,신한제4호스팩,KOSDAQ
2824,A278280,천보,KOSDAQ
2825,A279410,한화에이스스팩4호,KOSDAQ
2826,A281410,한국제6호스팩,KOSDAQ
2827,A281740,동부스팩5호,KOSDAQ
2828,A282880,코윈테크,KOSDAQ
2829,A284620,하나금융11호스팩,KOSDAQ
2830,A285490,노바텍,KOSDAQ
2831,A286750,나노브릭,KOSDAQ
2832,A287410,유안타제3호스팩,KOSDAQ
2833,A288620,에스퓨얼셀,KOSDAQ
2834,A289010,아이스크림에듀,KOSDAQ
2835,A289080,SV인베스트먼트,KOSDAQ
2836,A290120,대유에이피,KOSDAQ
2837,A290270,휴네시온,KOSDAQ
2838,A290380,대유,KOSDAQ
2839,A290550,디케이티,KOSDAQ
2840,A290650,엘앤씨바이오,KOSDAQ
2841,A290660,네오펙트,KOSDAQ
2842,A290670,대보마그네틱,KOSDAQ
2843,A290720,푸드나무,KOSDAQ
2844,A290740,액트로,KOSDAQ
2845,A291210,한국제7호스팩,KOSDAQ
2846,A291230,삼성스팩2호,KOSDAQ
2847,A293580,나우아이비캐피탈,KOSDAQ
2848,A293780,압타바이오,KOSDAQ
2849,A297570,알로이스,KOSDAQ
2850,A298380,에이비엘바이오,KOSDAQ
2851,A299170,IBKS제10호스팩,KOSDAQ
2852,A299660,셀리드,KOSDAQ
2853,A299900,위지윅스튜디오,KOSDAQ
2854,A299910,베스파,KOSDAQ
2855,A300080,플리토,KOSDAQ
2856,A300120,라온피플,KOSDAQ
2857,A302430,이노메트리,KOSDAQ
2858,A303030,지니틱스,KOSDAQ
2859,A305090,마이크로디지탈,KOSDAQ
2860,A306620,DB금융스팩6호,KOSDAQ
2861,A307070,SK4호스팩,KOSDAQ
2862,A307160,하나머스트제6호스팩,KOSDAQ
2863,A307180,신영스팩4호,KOSDAQ
2864,A307280,교보8호스팩,KOSDAQ
2865,A307750,대신밸런스제6호스팩,KOSDAQ
2866,A307870,상상인이안1호스팩,KOSDAQ
2867,A307930,컴퍼니케이,KOSDAQ
2868,A308100,까스텔바작,KOSDAQ
2869,A309930,삼성머스트스팩3호,KOSDAQ
2870,A310200,미래에셋대우스팩2호,KOSDAQ
2871,A310840,엔에이치스팩13호,KOSDAQ
2872,A310870,한국제8호스팩,KOSDAQ
2873,A311270,키움제5호스팩,KOSDAQ
2874,A311390,네오크레마,KOSDAQ
2875,A312610,에이에프더블류,KOSDAQ
2876,A313750,유안타제4호스팩,KOSDAQ
2877,A313760,윌링스,KOSDAQ
2878,A317030,케이비17호스팩,KOSDAQ
2879,A317120,라닉스,KOSDAQ
2880,A317240,하이제4호스팩,KOSDAQ
2881,A317320,한화에스비아이스팩,KOSDAQ
2882,A317330,덕산테코피아,KOSDAQ
2883,A317530,캐리소프트,KOSDAQ
2884,A317770,슈프리마아이디,KOSDAQ
2885,A317830,에스피시스템스,KOSDAQ
2886,A317850,대모,KOSDAQ
2887,A317870,엔바이오니아,KOSDAQ
2888,A318000,한국바이오젠,KOSDAQ
2889,A318010,팜스빌,KOSDAQ
2890,A319400,엔에이치스팩14호,KOSDAQ
2891,A319660,피에스케이,KOSDAQ
2892,A320000,하나금융13호스팩,KOSDAQ
2893,A321260,유진스팩4호,KOSDAQ
2894,A322180,티라유텍,KOSDAQ
2895,A322780,DB금융스팩7호,KOSDAQ
2896,A323210,이베스트이안스팩1호,KOSDAQ
2897,A323230,신한제5호스팩,KOSDAQ
2898,A323280,신영스팩5호,KOSDAQ
2899,A323940,케이비제18호스팩,KOSDAQ
2900,A328380,미래에셋대우스팩3호,KOSDAQ
2901,A329560,상상인이안제2호스팩,KOSDAQ
2902,A330990,케이비제19호스팩,KOSDAQ
2903,A331380,유진스팩5호,KOSDAQ
2904,A331520,교보9호스팩,KOSDAQ
2905,A332290,대신밸런스제7호스팩,KOSDAQ
2906,A332710,하나금융14호스팩,KOSDAQ
2907,A333050,신한제6호스팩,KOSDAQ
2908,A900040,차이나그레이트,KOSDAQ
2909,A900070,글로벌에스엠,KOSDAQ
2910,A900080,에스앤씨엔진그룹,KOSDAQ
2911,A900100,뉴프라이드,KOSDAQ
2912,A900110,이스트아시아홀딩스,KOSDAQ
2913,A900120,씨케이에이치,KOSDAQ
2914,A900250,크리스탈신소재,KOSDAQ
2915,A900260,로스웰,KOSDAQ
2916,A900270,헝셩그룹,KOSDAQ
2917,A900280,골든센츄리,KOSDAQ
2918,A900290,GRT,KOSDAQ
2919,A900300,오가닉티코스메틱,KOSDAQ
2920,A900310,컬러레이,KOSDAQ
2921,A900340,윙입푸드,KOSDAQ
2922,A950110,SBI핀테크솔루션즈,KOSDAQ
2923,A950130,엑세스바이오,KOSDAQ
2924,A950140,잉글우드랩,KOSDAQ
2925,A950160,코오롱티슈진,KOSDAQ
2926,A950170,JTC,KOSDAQ
2927,A950180,SNK,KOSDAQ
